Date,Open,High,Low,Close,Volume,Adj Close
2012-11-02,2364.8999,2404.35205,2364.8999,2389.14795,344000,472.47313
2012-11-01,2360.00,2365.00,2341.448,2362.80005,201100,467.26262
2012-10-31,2343.19995,2374.00,2343.19995,2363.50,573500,467.40104
2012-10-30,2327.00,2364.948,2327.00,2357.35205,299000,466.18524
2012-10-29,2327.00,2340.8999,2307.69995,2334.30005,283100,461.62652
2012-10-26,2338.00,2343.00,2323.1001,2328.85205,200500,460.54913
2012-10-25,2346.00,2355.00,2331.64795,2344.948,1211100,463.73224
2012-10-24,2352.30005,2352.30005,2352.30005,2352.30005,000,465.18616
2012-10-23,2366.00,2377.69995,2346.64795,2352.30005,813700,465.18616
2012-10-22,2375.00,2398.30005,2370.052,2386.19995,300700,471.89014
2012-10-19,2376.24805,2395.80005,2368.052,2383.30005,569200,471.31666
2012-10-18,2367.00,2393.552,2345.00,2375.80005,500600,469.83348
2012-10-17,2371.00,2377.75195,2357.1001,2367.75195,285200,456.37644
2012-10-16,2372.00,2389.00,2347.00,2354.448,600700,453.81215
2012-10-15,2386.00,2413.552,2355.00,2365.69995,982800,455.98093
2012-10-12,2350.00,2446.80005,2317.00,2395.64795,5486300,461.75331
2012-10-11,2491.50,2576.948,2482.00,2531.448,752400,487.92832
2012-10-10,2508.00,2527.69995,2492.00,2504.24805,269000,482.68562
2012-10-09,2502.24805,2548.00,2484.052,2536.948,291100,488.98843
2012-10-08,2524.00,2543.00,2476.24805,2490.8999,414600,480.11281
2012-10-05,2572.00,2584.00,2366.3999,2527.8999,379000,487.24444
2012-10-04,2571.14795,2593.448,2557.24805,2575.3999,321500,496.39991
2012-10-03,2600.19995,2619.00,2562.24805,2578.552,299400,497.00746
2012-10-02,2609.1001,2609.1001,2609.1001,2609.1001,000,502.89551
2012-10-01,2548.1001,2620.00,2548.1001,2609.1001,286000,502.89551
2012-09-28,2569.00,2579.00,2528.19995,2534.00,265400,488.42021
2012-09-27,2591.00,2600.00,2533.052,2548.69995,223900,491.25358
2012-09-26,2582.14795,2598.8999,2569.00,2586.80005,166100,498.59725
2012-09-25,2589.00,2610.00,2588.00,2596.052,169100,500.38053
2012-09-24,2594.64795,2608.00,2575.00,2600.3999,224100,501.21857
2012-09-21,2619.948,2648.64795,2587.50,2594.64795,389500,500.1099
2012-09-20,2561.00,2642.00,2554.64795,2615.552,300000,504.13909
2012-09-19,2599.64795,2599.64795,2599.64795,2599.64795,000,501.07364
2012-09-18,2572.00,2619.50,2572.00,2599.64795,265800,501.07364
2012-09-17,2647.00,2648.00,2547.052,2562.6001,382000,493.93279
2012-09-14,2583.00,2642.448,2583.00,2632.80005,708600,507.4636
2012-09-13,2537.00,2561.00,2518.30005,2551.948,269700,491.87963
2012-09-12,2534.69995,2550.00,2521.69995,2536.8999,300800,488.97916
2012-09-11,2497.00,2535.24805,2480.00,2528.69995,322800,487.39864
2012-09-10,2495.00,2527.948,2478.35205,2511.00,437100,483.98704
2012-09-07,2447.00,2489.948,2447.00,2483.00,389800,478.59013
2012-09-06,2350.00,2426.00,2349.00,2422.19995,521800,466.87112
2012-09-05,2348.00,2355.8999,2310.00,2338.448,271600,450.7282
2012-09-04,2366.00,2370.00,2342.80005,2362.3999,153700,455.34485
2012-09-03,2371.00,2399.64795,2363.30005,2369.552,210200,456.7234
2012-08-31,2389.00,2390.00,2360.24805,2373.24805,204400,457.4358
2012-08-30,2383.00,2403.80005,2370.00,2391.00,246400,460.85743
2012-08-29,2421.00,2421.00,2383.552,2389.69995,188000,460.60685
2012-08-28,2399.448,2449.50,2399.448,2423.3999,306900,467.1024
2012-08-27,2423.19995,2446.00,2405.85205,2410.552,171700,464.62601
2012-08-24,2449.00,2459.052,2437.3999,2445.35205,243900,471.33361
2012-08-23,2434.00,2477.80005,2423.19995,2471.50,425400,476.37354
2012-08-22,2406.00,2436.00,2392.69995,2429.3999,372500,468.25888
2012-08-21,2362.00,2438.75195,2362.00,2407.052,646200,463.9514
2012-08-20,2351.3999,2351.3999,2351.3999,2351.3999,000,453.22464
2012-08-17,2320.00,2355.00,2317.75195,2351.3999,383700,453.22464
2012-08-16,2329.948,2329.948,2302.19995,2314.24805,160500,446.06374
2012-08-15,2329.948,2329.948,2329.948,2329.948,000,449.08985
2012-08-14,2312.00,2334.00,2290.00,2329.948,210500,449.08985
2012-08-13,2302.00,2330.00,2300.14795,2318.8999,184100,446.96037
2012-08-10,2276.00,2320.00,2265.00,2313.14795,315000,445.8517
2012-08-09,2286.00,2309.948,2271.1001,2279.00,301900,439.26979
2012-08-08,2268.00,2291.00,2259.14795,2281.8999,501100,439.82874
2012-08-07,2226.00,2268.50,2224.19995,2255.69995,370300,434.77879
2012-08-06,2216.00,2233.00,2207.50,2213.552,141100,426.65491
2012-08-03,2198.00,2220.00,2186.1001,2209.30005,225100,425.83536
2012-08-02,2215.00,2228.00,2197.00,2205.85205,126400,425.17077
2012-08-01,2229.00,2231.85205,2202.00,2219.052,206100,427.71501
2012-07-31,2210.00,2232.30005,2185.1001,2227.3999,345400,429.32404
2012-07-30,2155.24805,2215.00,2155.24805,2209.448,334200,425.86387
2012-07-27,2161.1001,2164.80005,2111.14795,2148.85205,346600,414.1842
2012-07-26,2167.00,2167.00,2101.64795,2125.00,692900,409.5868
2012-07-25,2175.00,2179.8999,2150.00,2167.80005,455100,417.83637
2012-07-24,2199.80005,2211.00,2166.30005,2169.35205,275600,418.13551
2012-07-23,2200.00,2210.00,2181.00,2186.14795,334500,421.37287
2012-07-20,2245.00,2245.00,2205.948,2217.6001,347300,427.43516
2012-07-19,2200.00,2248.50,2195.00,2242.85205,727100,432.3024
2012-07-18,2173.00,2189.30005,2163.50,2175.80005,390400,419.37834
2012-07-17,2185.00,2197.69995,2163.00,2170.85205,1031500,418.42463
2012-07-16,2239.00,2242.052,2164.00,2172.6001,1404000,418.76156
2012-07-13,2239.69995,2258.6001,2220.1001,2227.80005,1301500,429.40117
2012-07-12,2270.00,2280.00,2216.052,2265.24805,4976000,436.61915
2012-07-11,2449.8999,2503.3999,2444.00,2466.35205,535500,475.38129
2012-07-10,2450.00,2462.00,2436.00,2459.1001,193200,473.9835
2012-07-09,2430.00,2469.00,2403.00,2436.80005,237600,469.68524
2012-07-06,2489.00,2489.00,2439.1001,2443.85205,288100,471.04449
2012-07-05,2480.00,2487.14795,2465.00,2480.19995,504800,478.05043
2012-07-04,2496.00,2504.30005,2470.00,2479.30005,304900,477.87697
2012-07-03,2510.00,2512.00,2477.00,2495.75195,198700,481.04802
2012-07-02,2497.00,2519.00,2491.052,2501.1001,189100,482.07886
2012-06-29,2490.1001,2515.00,2475.00,2502.552,231000,482.35871
2012-06-28,2475.00,2496.052,2451.3999,2472.69995,718700,476.60483
2012-06-27,2451.052,2474.00,2442.052,2468.552,196800,475.80532
2012-06-26,2455.00,2456.00,2431.30005,2442.50,319300,470.78388
2012-06-25,2484.00,2489.448,2459.00,2468.35205,762500,475.76678
2012-06-22,2449.00,2484.24805,2443.00,2475.1001,615400,477.06745
2012-06-21,2455.00,2501.448,2442.30005,2492.19995,228900,480.36339
2012-06-20,2480.00,2484.80005,2454.8999,2470.64795,281500,476.20931
2012-06-19,2500.00,2505.69995,2456.30005,2478.552,339900,477.73279
2012-06-18,2532.00,2544.3999,2495.552,2510.8999,355000,483.96774
2012-06-15,2512.00,2535.00,2504.00,2520.052,401700,485.73178
2012-06-14,2469.00,2510.00,2459.75195,2498.19995,710800,481.51987
2012-06-13,2450.00,2487.50,2442.24805,2471.19995,289700,476.31571
2012-06-12,2411.1001,2466.35205,2410.00,2457.14795,175300,473.60723
2012-06-11,2426.00,2452.00,2416.14795,2426.948,213500,467.78629
2012-06-08,2439.00,2455.448,2393.00,2419.19995,285200,466.29288
2012-06-07,2425.19995,2464.00,2425.19995,2452.948,299400,472.7977
2012-06-06,2392.052,2427.50,2392.052,2410.052,212200,464.52964
2012-06-05,2388.00,2410.00,2375.00,2389.30005,740800,460.52977
2012-06-04,2370.00,2398.00,2345.00,2388.35205,250900,460.34704
2012-06-01,2440.00,2440.00,2378.00,2387.80005,638000,460.24065
2012-05-31,2419.948,2497.00,2390.24805,2439.85205,285900,470.2735
2012-05-30,2410.00,2451.69995,2391.75195,2422.448,333800,466.91893
2012-05-29,2398.69995,2423.00,2378.1001,2406.948,292400,463.93135
2012-05-28,2395.00,2395.052,2364.00,2387.64795,278900,460.21133
2012-05-25,2352.00,2384.00,2351.552,2372.00,215300,457.19524
2012-05-24,2360.00,2383.00,2314.1001,2376.64795,383400,458.09112
2012-05-23,2346.00,2364.30005,2309.448,2348.19995,434400,435.64616
2012-05-22,2370.00,2370.00,2330.19995,2342.30005,456200,434.55159
2012-05-21,2396.00,2396.00,2328.052,2344.50,496200,434.95973
2012-05-18,2326.00,2399.00,2305.00,2385.3999,331500,442.54762
2012-05-17,2367.50,2376.69995,2347.64795,2371.35205,385300,439.94141
2012-05-16,2377.24805,2383.00,2355.00,2366.3999,303000,439.02267
2012-05-15,2309.00,2424.3999,2309.00,2411.19995,426800,447.33413
2012-05-14,2324.00,2345.35205,2304.50,2338.00,519400,433.75383
2012-05-11,2346.00,2359.50,2293.1001,2311.85205,630400,428.90277
2012-05-10,2367.00,2384.8999,2329.00,2348.19995,790500,435.64616
2012-05-09,2368.00,2393.69995,2358.3999,2367.69995,443700,439.26386
2012-05-08,2400.00,2405.69995,2330.30005,2391.948,576800,443.76245
2012-05-07,2403.00,2445.19995,2368.00,2430.6001,380000,450.93332
2012-05-04,2472.24805,2498.00,2424.80005,2441.14795,421000,452.89019
2012-05-03,2450.00,2495.8999,2450.00,2484.35205,1068400,460.90556
2012-05-02,2466.00,2488.35205,2462.6001,2471.24805,400500,458.47446
2012-05-01,2462.6001,2462.6001,2462.6001,2462.6001,000,456.87007
2012-04-30,2390.00,2467.00,2386.00,2462.6001,579900,456.87007
2012-04-27,2356.00,2399.00,2356.00,2390.19995,1490400,443.43814
2012-04-26,2348.1001,2378.00,2341.19995,2358.19995,1188200,437.50139
2012-04-25,2356.00,2365.75195,2305.00,2348.80005,1315400,435.75749
2012-04-24,2310.00,2364.8999,2200.00,2348.552,3168600,435.71147
2012-04-23,2396.00,2396.00,2306.24805,2311.948,1576400,428.92057
2012-04-20,2387.24805,2427.69995,2365.00,2406.24805,783000,446.41544
2012-04-19,2370.00,2408.50,2368.448,2404.14795,984300,446.02582
2012-04-18,2400.00,2402.948,2357.00,2373.052,1300400,440.2568
2012-04-17,2391.1001,2393.8999,2336.00,2380.75195,1308600,441.68532
2012-04-16,2381.00,2426.30005,2336.14795,2369.35205,2335500,439.57037
2012-04-13,2540.00,2540.00,2390.1001,2403.30005,6100200,445.86852
2012-04-12,2830.00,2839.8999,2740.1001,2750.052,374800,510.19914
2012-04-11,2765.00,2825.00,2742.00,2802.35205,381200,519.90202
2012-04-10,2848.00,2848.00,2740.00,2776.80005,294400,515.16153
2012-04-09,2841.14795,2857.552,2814.052,2822.75195,441300,523.68668
2012-04-06,2850.448,2850.448,2850.448,2850.448,000,528.82495
2012-04-05,2850.448,2850.448,2850.448,2850.448,000,528.82495
2012-04-04,2859.50,2874.00,2843.30005,2850.448,147300,528.82495
2012-04-03,2874.00,2875.00,2843.50,2855.19995,329500,529.70655
2012-04-02,2865.00,2887.69995,2843.00,2853.75195,134500,529.43791
2012-03-30,2800.00,2870.00,2800.00,2864.948,1563100,531.51504
2012-03-29,2839.8999,2839.8999,2769.948,2791.00,342500,517.79595
2012-03-28,2869.8999,2873.19995,2823.6001,2841.552,175300,527.17453
2012-03-27,2857.00,2900.00,2833.00,2875.35205,798500,533.44523
2012-03-26,2852.00,2868.00,2821.00,2831.448,178200,525.30
2012-03-23,2839.00,2885.00,2833.00,2870.35205,172900,532.51762
2012-03-22,2867.00,2873.00,2817.50,2827.00,182300,524.47479
2012-03-21,2827.19995,2890.00,2823.052,2866.8999,181900,531.87716
2012-03-20,2823.552,2852.00,2803.052,2825.30005,339500,524.15941
2012-03-19,2888.1001,2897.19995,2812.14795,2833.052,162800,525.59758
2012-03-16,2900.00,2910.00,2850.14795,2866.052,272700,531.71986
2012-03-15,2882.14795,2902.24805,2870.00,2881.80005,140500,534.64149
2012-03-14,2885.00,2915.35205,2835.552,2879.30005,480700,534.17768
2012-03-13,2836.19995,2868.00,2836.19995,2859.448,152700,530.49466
2012-03-12,2911.052,2911.50,2787.00,2816.80005,347600,522.58246
2012-03-09,2900.00,2904.3999,2852.1001,2859.85205,187000,530.56962
2012-03-08,2879.6001,2879.6001,2879.6001,2879.6001,000,534.23335
2012-03-07,2845.00,2888.00,2837.00,2879.6001,395700,534.23335
2012-03-06,2804.00,2879.69995,2802.6001,2849.052,210700,528.56596
2012-03-05,2852.00,2865.448,2796.00,2809.35205,162900,521.20069
2012-03-02,2860.19995,2865.00,2816.50,2846.6001,191500,528.11107
2012-03-01,2865.00,2870.00,2806.30005,2848.80005,282100,528.51921
2012-02-29,2900.00,2909.00,2865.00,2875.3999,386500,533.45411
2012-02-28,2885.00,2908.75195,2855.00,2871.448,252600,532.72094
2012-02-27,2960.1001,2960.1001,2855.00,2880.35205,228300,534.37285
2012-02-24,2936.00,2972.00,2926.30005,2947.30005,237100,546.79327
2012-02-23,2931.00,2981.552,2916.00,2935.00,269500,544.51133
2012-02-22,2940.00,2990.00,2908.00,2952.64795,556700,547.78544
2012-02-21,2932.00,2958.948,2912.24805,2937.14795,261000,544.90982
2012-02-20,2950.6001,2950.6001,2950.6001,2950.6001,000,547.40551
2012-02-17,2911.00,2975.00,2900.00,2950.6001,556300,547.40551
2012-02-16,2860.00,2908.6001,2860.00,2903.35205,383900,538.63989
